"startTime";"endTime";"aFRR energy volume weighted average price, local selection, up"
"2025-04-12T13:45:00.000Z";"2025-04-12T14:00:00.000Z";182.38
"2025-04-12T14:30:00.000Z";"2025-04-12T14:45:00.000Z";38.05
"2025-04-12T14:45:00.000Z";"2025-04-12T15:00:00.000Z";32.6
"2025-04-12T15:00:00.000Z";"2025-04-12T15:15:00.000Z";9.05
"2025-04-12T15:30:00.000Z";"2025-04-12T15:45:00.000Z";12
"2025-04-12T15:45:00.000Z";"2025-04-12T16:00:00.000Z";44.35
"2025-04-12T16:00:00.000Z";"2025-04-12T16:15:00.000Z";128.33
"2025-04-13T05:15:00.000Z";"2025-04-13T05:30:00.000Z";30.04
"2025-04-13T05:30:00.000Z";"2025-04-13T05:45:00.000Z";24.59
"2025-04-13T05:45:00.000Z";"2025-04-13T06:00:00.000Z";35.32
"2025-04-13T06:15:00.000Z";"2025-04-13T06:30:00.000Z";40.13
"2025-04-13T06:30:00.000Z";"2025-04-13T06:45:00.000Z";45.56
"2025-04-13T07:45:00.000Z";"2025-04-13T08:00:00.000Z";29.9
"2025-04-13T08:00:00.000Z";"2025-04-13T08:15:00.000Z";61.29
"2025-04-13T09:00:00.000Z";"2025-04-13T09:15:00.000Z";4.28
"2025-04-13T09:15:00.000Z";"2025-04-13T09:30:00.000Z";37.79
"2025-04-13T10:15:00.000Z";"2025-04-13T10:30:00.000Z";6.44
"2025-04-13T11:00:00.000Z";"2025-04-13T11:15:00.000Z";32.87
"2025-04-13T11:15:00.000Z";"2025-04-13T11:30:00.000Z";43.52
"2025-04-13T11:30:00.000Z";"2025-04-13T11:45:00.000Z";55
"2025-04-13T12:00:00.000Z";"2025-04-13T12:15:00.000Z";37.86
"2025-04-13T12:15:00.000Z";"2025-04-13T12:30:00.000Z";80.26
"2025-04-13T12:30:00.000Z";"2025-04-13T12:45:00.000Z";41.7
"2025-04-13T12:45:00.000Z";"2025-04-13T13:00:00.000Z";41.7
"2025-04-13T13:00:00.000Z";"2025-04-13T13:15:00.000Z";20
"2025-04-13T13:30:00.000Z";"2025-04-13T13:45:00.000Z";32.02
"2025-04-13T13:45:00.000Z";"2025-04-13T14:00:00.000Z";53.12
"2025-04-13T14:00:00.000Z";"2025-04-13T14:15:00.000Z";80
"2025-04-13T14:30:00.000Z";"2025-04-13T14:45:00.000Z";7.46
"2025-04-13T15:00:00.000Z";"2025-04-13T15:15:00.000Z";42.96
"2025-04-13T15:45:00.000Z";"2025-04-13T16:00:00.000Z";57.35
"2025-04-13T16:00:00.000Z";"2025-04-13T16:15:00.000Z";64.53
"2025-04-13T16:30:00.000Z";"2025-04-13T16:45:00.000Z";28.87
"2025-04-13T16:45:00.000Z";"2025-04-13T17:00:00.000Z";20
"2025-04-13T18:00:00.000Z";"2025-04-13T18:15:00.000Z";51.3
"2025-04-13T19:00:00.000Z";"2025-04-13T19:15:00.000Z";38.83
"2025-04-13T20:00:00.000Z";"2025-04-13T20:15:00.000Z";32.5
"2025-04-13T20:15:00.000Z";"2025-04-13T20:30:00.000Z";81.9
"2025-04-13T20:45:00.000Z";"2025-04-13T21:00:00.000Z";9.92
"2025-04-13T21:00:00.000Z";"2025-04-13T21:15:00.000Z";54.56
"2025-04-13T21:30:00.000Z";"2025-04-13T21:45:00.000Z";3
"2025-04-13T22:15:00.000Z";"2025-04-13T22:30:00.000Z";47.11
"2025-04-13T22:30:00.000Z";"2025-04-13T22:45:00.000Z";62.61
"2025-04-13T22:45:00.000Z";"2025-04-13T23:00:00.000Z";5.07
"2025-04-13T23:00:00.000Z";"2025-04-13T23:15:00.000Z";31.8
"2025-04-13T23:15:00.000Z";"2025-04-13T23:30:00.000Z";92.86
"2025-04-13T23:30:00.000Z";"2025-04-13T23:45:00.000Z";95
"2025-04-13T23:45:00.000Z";"2025-04-14T00:00:00.000Z";12
"2025-04-14T00:00:00.000Z";"2025-04-14T00:15:00.000Z";59.69
"2025-04-14T00:15:00.000Z";"2025-04-14T00:30:00.000Z";17.43
"2025-04-14T00:30:00.000Z";"2025-04-14T00:45:00.000Z";61.51
"2025-04-14T01:00:00.000Z";"2025-04-14T01:15:00.000Z";50.4
"2025-04-14T01:15:00.000Z";"2025-04-14T01:30:00.000Z";8.69
"2025-04-14T01:45:00.000Z";"2025-04-14T02:00:00.000Z";1.31
"2025-04-14T02:00:00.000Z";"2025-04-14T02:15:00.000Z";48.32
"2025-04-14T03:00:00.000Z";"2025-04-14T03:15:00.000Z";8.62
"2025-04-14T03:15:00.000Z";"2025-04-14T03:30:00.000Z";2.49
"2025-04-14T03:30:00.000Z";"2025-04-14T03:45:00.000Z";32.36
"2025-04-14T03:45:00.000Z";"2025-04-14T04:00:00.000Z";46.26
"2025-04-14T05:00:00.000Z";"2025-04-14T05:15:00.000Z";15.41
"2025-04-14T05:15:00.000Z";"2025-04-14T05:30:00.000Z";60.05
"2025-04-14T05:30:00.000Z";"2025-04-14T05:45:00.000Z";35.96
"2025-04-14T05:45:00.000Z";"2025-04-14T06:00:00.000Z";59.44
"2025-04-14T06:15:00.000Z";"2025-04-14T06:30:00.000Z";90.64
"2025-04-14T06:30:00.000Z";"2025-04-14T06:45:00.000Z";76.25
"2025-04-14T07:00:00.000Z";"2025-04-14T07:15:00.000Z";26.23
"2025-04-14T07:15:00.000Z";"2025-04-14T07:30:00.000Z";49.42
"2025-04-14T07:45:00.000Z";"2025-04-14T08:00:00.000Z";12.6
"2025-04-14T08:00:00.000Z";"2025-04-14T08:15:00.000Z";54.97
"2025-04-14T09:00:00.000Z";"2025-04-14T09:15:00.000Z";6.5
"2025-04-14T11:00:00.000Z";"2025-04-14T11:15:00.000Z";45.65
"2025-04-14T11:30:00.000Z";"2025-04-14T11:45:00.000Z";55
"2025-04-14T11:45:00.000Z";"2025-04-14T12:00:00.000Z";22.69
"2025-04-14T12:00:00.000Z";"2025-04-14T12:15:00.000Z";61.53
"2025-04-14T12:15:00.000Z";"2025-04-14T12:30:00.000Z";87.5
"2025-04-14T14:45:00.000Z";"2025-04-14T15:00:00.000Z";54.07
"2025-04-14T15:00:00.000Z";"2025-04-14T15:15:00.000Z";131.8
"2025-04-14T15:30:00.000Z";"2025-04-14T15:45:00.000Z";11.1
"2025-04-14T15:45:00.000Z";"2025-04-14T16:00:00.000Z";70.45
"2025-04-14T16:00:00.000Z";"2025-04-14T16:15:00.000Z";145
"2025-04-14T16:15:00.000Z";"2025-04-14T16:30:00.000Z";145
"2025-04-14T16:30:00.000Z";"2025-04-14T16:45:00.000Z";127.75
"2025-04-14T17:00:00.000Z";"2025-04-14T17:15:00.000Z";116.63
"2025-04-14T17:15:00.000Z";"2025-04-14T17:30:00.000Z";140.97
"2025-04-14T17:30:00.000Z";"2025-04-14T17:45:00.000Z";190
"2025-04-14T18:00:00.000Z";"2025-04-14T18:15:00.000Z";76.1
"2025-04-14T19:00:00.000Z";"2025-04-14T19:15:00.000Z";6.98
"2025-04-14T19:30:00.000Z";"2025-04-14T19:45:00.000Z";8.31
"2025-04-14T21:00:00.000Z";"2025-04-14T21:15:00.000Z";72.54
"2025-04-14T22:00:00.000Z";"2025-04-14T22:15:00.000Z";56.74
"2025-04-14T22:15:00.000Z";"2025-04-14T22:30:00.000Z";157.56
"2025-04-14T23:30:00.000Z";"2025-04-14T23:45:00.000Z";23.27
"2025-04-14T23:45:00.000Z";"2025-04-15T00:00:00.000Z";66.5
"2025-04-15T00:00:00.000Z";"2025-04-15T00:15:00.000Z";90
"2025-04-15T00:15:00.000Z";"2025-04-15T00:30:00.000Z";186.63
"2025-04-15T00:30:00.000Z";"2025-04-15T00:45:00.000Z";106.45
"2025-04-15T01:00:00.000Z";"2025-04-15T01:15:00.000Z";39
"2025-04-15T01:45:00.000Z";"2025-04-15T02:00:00.000Z";16.95
"2025-04-15T02:30:00.000Z";"2025-04-15T02:45:00.000Z";69.1
"2025-04-15T03:00:00.000Z";"2025-04-15T03:15:00.000Z";24.79
"2025-04-15T03:45:00.000Z";"2025-04-15T04:00:00.000Z";93.63
"2025-04-15T04:00:00.000Z";"2025-04-15T04:15:00.000Z";190.1
"2025-04-15T04:15:00.000Z";"2025-04-15T04:30:00.000Z";46.71
"2025-04-15T04:30:00.000Z";"2025-04-15T04:45:00.000Z";57.5
"2025-04-15T04:45:00.000Z";"2025-04-15T05:00:00.000Z";52.43
"2025-04-15T05:00:00.000Z";"2025-04-15T05:15:00.000Z";101.18
"2025-04-15T05:30:00.000Z";"2025-04-15T05:45:00.000Z";114.67
"2025-04-15T06:30:00.000Z";"2025-04-15T06:45:00.000Z";58.81
"2025-04-15T07:00:00.000Z";"2025-04-15T07:15:00.000Z";20
"2025-04-15T08:00:00.000Z";"2025-04-15T08:15:00.000Z";82.18
"2025-04-15T09:00:00.000Z";"2025-04-15T09:15:00.000Z";60.63
"2025-04-15T09:15:00.000Z";"2025-04-15T09:30:00.000Z";173.75
"2025-04-15T09:30:00.000Z";"2025-04-15T09:45:00.000Z";19.69
"2025-04-15T09:45:00.000Z";"2025-04-15T10:00:00.000Z";20
"2025-04-15T10:00:00.000Z";"2025-04-15T10:15:00.000Z";90.82
"2025-04-15T10:15:00.000Z";"2025-04-15T10:30:00.000Z";5.51
"2025-04-15T11:15:00.000Z";"2025-04-15T11:30:00.000Z";33.72
"2025-04-15T11:30:00.000Z";"2025-04-15T11:45:00.000Z";110.03
"2025-04-15T12:00:00.000Z";"2025-04-15T12:15:00.000Z";26.52
"2025-04-15T12:30:00.000Z";"2025-04-15T12:45:00.000Z";8.48
"2025-04-15T13:00:00.000Z";"2025-04-15T13:15:00.000Z";29.71
"2025-04-15T13:15:00.000Z";"2025-04-15T13:30:00.000Z";61.25
"2025-04-15T13:30:00.000Z";"2025-04-15T13:45:00.000Z";119.94
"2025-04-15T14:30:00.000Z";"2025-04-15T14:45:00.000Z";53.29
"2025-04-15T14:45:00.000Z";"2025-04-15T15:00:00.000Z";38.74
"2025-04-15T15:00:00.000Z";"2025-04-15T15:15:00.000Z";55.16
"2025-04-15T15:15:00.000Z";"2025-04-15T15:30:00.000Z";86.99
"2025-04-15T15:30:00.000Z";"2025-04-15T15:45:00.000Z";260.01
"2025-04-15T15:45:00.000Z";"2025-04-15T16:00:00.000Z";117.95
"2025-04-15T16:00:00.000Z";"2025-04-15T16:15:00.000Z";244.05
"2025-04-15T16:15:00.000Z";"2025-04-15T16:30:00.000Z";177.87
"2025-04-15T16:45:00.000Z";"2025-04-15T17:00:00.000Z";500
"2025-04-15T21:00:00.000Z";"2025-04-15T21:15:00.000Z";134.46
"2025-04-15T22:00:00.000Z";"2025-04-15T22:15:00.000Z";152.62
"2025-04-15T22:15:00.000Z";"2025-04-15T22:30:00.000Z";252.4
"2025-04-16T01:15:00.000Z";"2025-04-16T01:30:00.000Z";33.84
"2025-04-16T01:45:00.000Z";"2025-04-16T02:00:00.000Z";67.4
"2025-04-16T02:00:00.000Z";"2025-04-16T02:15:00.000Z";150.4
"2025-04-16T02:45:00.000Z";"2025-04-16T03:00:00.000Z";27.26
"2025-04-16T03:00:00.000Z";"2025-04-16T03:15:00.000Z";16.43
"2025-04-16T03:30:00.000Z";"2025-04-16T03:45:00.000Z";28.06
"2025-04-16T03:45:00.000Z";"2025-04-16T04:00:00.000Z";54
"2025-04-16T04:45:00.000Z";"2025-04-16T05:00:00.000Z";93.41
"2025-04-16T05:00:00.000Z";"2025-04-16T05:15:00.000Z";104.7
"2025-04-16T05:15:00.000Z";"2025-04-16T05:30:00.000Z";72.68
"2025-04-16T05:30:00.000Z";"2025-04-16T05:45:00.000Z";107.7
"2025-04-16T06:45:00.000Z";"2025-04-16T07:00:00.000Z";54.5
"2025-04-16T08:00:00.000Z";"2025-04-16T08:15:00.000Z";54.4
"2025-04-16T08:15:00.000Z";"2025-04-16T08:30:00.000Z";56.6
"2025-04-16T10:00:00.000Z";"2025-04-16T10:15:00.000Z";81.6
"2025-04-16T12:15:00.000Z";"2025-04-16T12:30:00.000Z";0
"2025-04-16T12:30:00.000Z";"2025-04-16T12:45:00.000Z";87.66
"2025-04-16T12:45:00.000Z";"2025-04-16T13:00:00.000Z";112.6
"2025-04-16T13:00:00.000Z";"2025-04-16T13:15:00.000Z";107.84
"2025-04-16T13:30:00.000Z";"2025-04-16T13:45:00.000Z";44.92
"2025-04-16T13:45:00.000Z";"2025-04-16T14:00:00.000Z";54.5
"2025-04-16T14:00:00.000Z";"2025-04-16T14:15:00.000Z";59.7
"2025-04-16T15:15:00.000Z";"2025-04-16T15:30:00.000Z";95.2
"2025-04-16T15:30:00.000Z";"2025-04-16T15:45:00.000Z";227.14
"2025-04-16T15:45:00.000Z";"2025-04-16T16:00:00.000Z";300.01
"2025-04-16T18:00:00.000Z";"2025-04-16T18:15:00.000Z";178.88
"2025-04-16T18:15:00.000Z";"2025-04-16T18:30:00.000Z";227.54
"2025-04-16T18:30:00.000Z";"2025-04-16T18:45:00.000Z";235.4
"2025-04-17T00:15:00.000Z";"2025-04-17T00:30:00.000Z";99.51
"2025-04-17T00:30:00.000Z";"2025-04-17T00:45:00.000Z";185.6
"2025-04-17T00:45:00.000Z";"2025-04-17T01:00:00.000Z";71.26
"2025-04-17T02:15:00.000Z";"2025-04-17T02:30:00.000Z";18.02
"2025-04-17T02:30:00.000Z";"2025-04-17T02:45:00.000Z";11.87
"2025-04-17T04:45:00.000Z";"2025-04-17T05:00:00.000Z";203.48
"2025-04-17T05:00:00.000Z";"2025-04-17T05:15:00.000Z";220.78
"2025-04-17T05:30:00.000Z";"2025-04-17T05:45:00.000Z";166.82
"2025-04-17T05:45:00.000Z";"2025-04-17T06:00:00.000Z";199.23
"2025-04-17T06:00:00.000Z";"2025-04-17T06:15:00.000Z";184.91
"2025-04-17T06:15:00.000Z";"2025-04-17T06:30:00.000Z";116.11
"2025-04-17T08:00:00.000Z";"2025-04-17T08:15:00.000Z";129.13
"2025-04-17T11:15:00.000Z";"2025-04-17T11:30:00.000Z";100.18
"2025-04-17T19:00:00.000Z";"2025-04-17T19:15:00.000Z";125.25
"2025-04-17T20:00:00.000Z";"2025-04-17T20:15:00.000Z";162.7
"2025-04-17T20:45:00.000Z";"2025-04-17T21:00:00.000Z";138.2
"2025-04-17T21:00:00.000Z";"2025-04-17T21:15:00.000Z";355.72
"2025-04-17T22:00:00.000Z";"2025-04-17T22:15:00.000Z";5
"2025-04-17T22:30:00.000Z";"2025-04-17T22:45:00.000Z";5
"2025-04-18T00:30:00.000Z";"2025-04-18T00:45:00.000Z";4.48
"2025-04-18T00:45:00.000Z";"2025-04-18T01:00:00.000Z";3.05
"2025-04-18T01:00:00.000Z";"2025-04-18T01:15:00.000Z";5.82
"2025-04-18T01:45:00.000Z";"2025-04-18T02:00:00.000Z";4.28
"2025-04-18T02:00:00.000Z";"2025-04-18T02:15:00.000Z";19.46
"2025-04-18T02:30:00.000Z";"2025-04-18T02:45:00.000Z";15.04
"2025-04-18T02:45:00.000Z";"2025-04-18T03:00:00.000Z";35
"2025-04-18T03:00:00.000Z";"2025-04-18T03:15:00.000Z";23
"2025-04-18T05:45:00.000Z";"2025-04-18T06:00:00.000Z";31.78
"2025-04-18T06:00:00.000Z";"2025-04-18T06:15:00.000Z";32.74
"2025-04-18T06:15:00.000Z";"2025-04-18T06:30:00.000Z";82.67
"2025-04-18T06:30:00.000Z";"2025-04-18T06:45:00.000Z";80
"2025-04-18T06:45:00.000Z";"2025-04-18T07:00:00.000Z";65.8
"2025-04-18T07:00:00.000Z";"2025-04-18T07:15:00.000Z";36.91
"2025-04-18T07:15:00.000Z";"2025-04-18T07:30:00.000Z";45.6
"2025-04-18T07:30:00.000Z";"2025-04-18T07:45:00.000Z";43.29
"2025-04-18T08:00:00.000Z";"2025-04-18T08:15:00.000Z";47.23
"2025-04-18T08:15:00.000Z";"2025-04-18T08:30:00.000Z";100.01
"2025-04-18T08:30:00.000Z";"2025-04-18T08:45:00.000Z";80
"2025-04-18T08:45:00.000Z";"2025-04-18T09:00:00.000Z";23
"2025-04-18T09:00:00.000Z";"2025-04-18T09:15:00.000Z";45.88
"2025-04-18T09:30:00.000Z";"2025-04-18T09:45:00.000Z";18.72
"2025-04-18T10:00:00.000Z";"2025-04-18T10:15:00.000Z";21.97
"2025-04-18T10:15:00.000Z";"2025-04-18T10:30:00.000Z";63.4
"2025-04-18T10:45:00.000Z";"2025-04-18T11:00:00.000Z";16.04
"2025-04-18T11:00:00.000Z";"2025-04-18T11:15:00.000Z";33.18
"2025-04-18T11:15:00.000Z";"2025-04-18T11:30:00.000Z";12.74
"2025-04-18T12:15:00.000Z";"2025-04-18T12:30:00.000Z";21.54
"2025-04-18T13:45:00.000Z";"2025-04-18T14:00:00.000Z";8.75
"2025-04-18T14:30:00.000Z";"2025-04-18T14:45:00.000Z";28.54
"2025-04-18T14:45:00.000Z";"2025-04-18T15:00:00.000Z";38.49
"2025-04-18T15:00:00.000Z";"2025-04-18T15:15:00.000Z";63.6
"2025-04-18T16:45:00.000Z";"2025-04-18T17:00:00.000Z";68.79
"2025-04-18T17:00:00.000Z";"2025-04-18T17:15:00.000Z";93.14
"2025-04-18T19:00:00.000Z";"2025-04-18T19:15:00.000Z";130.5
"2025-04-18T20:00:00.000Z";"2025-04-18T20:15:00.000Z";147.1
"2025-04-18T20:15:00.000Z";"2025-04-18T20:30:00.000Z";318.33
"2025-04-18T20:30:00.000Z";"2025-04-18T20:45:00.000Z";255.03
"2025-04-18T21:00:00.000Z";"2025-04-18T21:15:00.000Z";50.75
"2025-04-18T21:15:00.000Z";"2025-04-18T21:30:00.000Z";62.76
"2025-04-18T21:30:00.000Z";"2025-04-18T21:45:00.000Z";50.75
"2025-04-18T23:15:00.000Z";"2025-04-18T23:30:00.000Z";52.98
"2025-04-18T23:30:00.000Z";"2025-04-18T23:45:00.000Z";86.76
"2025-04-19T00:15:00.000Z";"2025-04-19T00:30:00.000Z";10.23
"2025-04-19T00:30:00.000Z";"2025-04-19T00:45:00.000Z";84.49
"2025-04-19T00:45:00.000Z";"2025-04-19T01:00:00.000Z";89
"2025-04-19T01:00:00.000Z";"2025-04-19T01:15:00.000Z";197.36
"2025-04-19T05:15:00.000Z";"2025-04-19T05:30:00.000Z";78.79
"2025-04-19T05:30:00.000Z";"2025-04-19T05:45:00.000Z";161.8
"2025-04-19T05:45:00.000Z";"2025-04-19T06:00:00.000Z";147.17
"2025-04-19T06:30:00.000Z";"2025-04-19T06:45:00.000Z";106.58
"2025-04-19T06:45:00.000Z";"2025-04-19T07:00:00.000Z";154.63
"2025-04-19T07:00:00.000Z";"2025-04-19T07:15:00.000Z";168.7
"2025-04-19T07:15:00.000Z";"2025-04-19T07:30:00.000Z";105.71
"2025-04-19T07:30:00.000Z";"2025-04-19T07:45:00.000Z";122.42
"2025-04-19T10:00:00.000Z";"2025-04-19T10:15:00.000Z";119.28
"2025-04-19T10:30:00.000Z";"2025-04-19T10:45:00.000Z";62.9
"2025-04-19T10:45:00.000Z";"2025-04-19T11:00:00.000Z";120.02
"2025-04-19T11:00:00.000Z";"2025-04-19T11:15:00.000Z";177.35
"2025-04-19T13:00:00.000Z";"2025-04-19T13:15:00.000Z";112.91
"2025-04-19T13:45:00.000Z";"2025-04-19T14:00:00.000Z";96.29
"2025-04-19T15:15:00.000Z";"2025-04-19T15:30:00.000Z";132.96
"2025-04-19T15:30:00.000Z";"2025-04-19T15:45:00.000Z";187.07
"2025-04-19T18:15:00.000Z";"2025-04-19T18:30:00.000Z";105.48
"2025-04-19T18:30:00.000Z";"2025-04-19T18:45:00.000Z";140
"2025-04-19T18:45:00.000Z";"2025-04-19T19:00:00.000Z";140
"2025-04-19T19:00:00.000Z";"2025-04-19T19:15:00.000Z";162.78
"2025-04-19T19:15:00.000Z";"2025-04-19T19:30:00.000Z";120.05
"2025-04-19T19:30:00.000Z";"2025-04-19T19:45:00.000Z";91.88
"2025-04-19T20:00:00.000Z";"2025-04-19T20:15:00.000Z";104.57
"2025-04-19T20:15:00.000Z";"2025-04-19T20:30:00.000Z";180.23
"2025-04-19T21:00:00.000Z";"2025-04-19T21:15:00.000Z";113.01
"2025-04-19T21:15:00.000Z";"2025-04-19T21:30:00.000Z";352.26
"2025-04-19T23:00:00.000Z";"2025-04-19T23:15:00.000Z";42.41
"2025-04-19T23:15:00.000Z";"2025-04-19T23:30:00.000Z";45
"2025-04-20T01:00:00.000Z";"2025-04-20T01:15:00.000Z";47.52
"2025-04-20T01:15:00.000Z";"2025-04-20T01:30:00.000Z";57.6
"2025-04-20T01:30:00.000Z";"2025-04-20T01:45:00.000Z";70
"2025-04-20T02:00:00.000Z";"2025-04-20T02:15:00.000Z";21.29
"2025-04-20T02:45:00.000Z";"2025-04-20T03:00:00.000Z";44.34
"2025-04-20T03:00:00.000Z";"2025-04-20T03:15:00.000Z";90.92
"2025-04-20T05:30:00.000Z";"2025-04-20T05:45:00.000Z";56.13
"2025-04-20T06:45:00.000Z";"2025-04-20T07:00:00.000Z";33.24
"2025-04-20T07:00:00.000Z";"2025-04-20T07:15:00.000Z";45
"2025-04-20T08:15:00.000Z";"2025-04-20T08:30:00.000Z";55.06
"2025-04-20T08:30:00.000Z";"2025-04-20T08:45:00.000Z";115.96
"2025-04-20T08:45:00.000Z";"2025-04-20T09:00:00.000Z";17.03
"2025-04-20T09:00:00.000Z";"2025-04-20T09:15:00.000Z";50.56
"2025-04-20T09:15:00.000Z";"2025-04-20T09:30:00.000Z";103.8
"2025-04-20T10:00:00.000Z";"2025-04-20T10:15:00.000Z";57.47
"2025-04-20T10:15:00.000Z";"2025-04-20T10:30:00.000Z";119.35
"2025-04-20T12:45:00.000Z";"2025-04-20T13:00:00.000Z";38.4
"2025-04-20T13:00:00.000Z";"2025-04-20T13:15:00.000Z";66.01
"2025-04-20T15:30:00.000Z";"2025-04-20T15:45:00.000Z";87.76
"2025-04-20T15:45:00.000Z";"2025-04-20T16:00:00.000Z";119.41
"2025-04-20T16:15:00.000Z";"2025-04-20T16:30:00.000Z";88.02
"2025-04-20T17:15:00.000Z";"2025-04-20T17:30:00.000Z";44.22
"2025-04-20T18:00:00.000Z";"2025-04-20T18:15:00.000Z";74.58
"2025-04-20T19:00:00.000Z";"2025-04-20T19:15:00.000Z";55.82
"2025-04-20T20:00:00.000Z";"2025-04-20T20:15:00.000Z";26.93
"2025-04-20T21:00:00.000Z";"2025-04-20T21:15:00.000Z";65.25
"2025-04-20T23:00:00.000Z";"2025-04-20T23:15:00.000Z";23.45
"2025-04-20T23:15:00.000Z";"2025-04-20T23:30:00.000Z";68.29
"2025-04-21T00:00:00.000Z";"2025-04-21T00:15:00.000Z";39.94
"2025-04-21T00:15:00.000Z";"2025-04-21T00:30:00.000Z";68
"2025-04-21T00:30:00.000Z";"2025-04-21T00:45:00.000Z";8.05
"2025-04-21T02:00:00.000Z";"2025-04-21T02:15:00.000Z";0
"2025-04-21T03:45:00.000Z";"2025-04-21T04:00:00.000Z";12
"2025-04-21T04:45:00.000Z";"2025-04-21T05:00:00.000Z";44.95
"2025-04-21T05:00:00.000Z";"2025-04-21T05:15:00.000Z";111.77
"2025-04-21T07:45:00.000Z";"2025-04-21T08:00:00.000Z";31.73
"2025-04-21T08:00:00.000Z";"2025-04-21T08:15:00.000Z";56.78
"2025-04-21T08:45:00.000Z";"2025-04-21T09:00:00.000Z";140
"2025-04-21T09:00:00.000Z";"2025-04-21T09:15:00.000Z";115.33
"2025-04-21T09:15:00.000Z";"2025-04-21T09:30:00.000Z";90
"2025-04-21T09:45:00.000Z";"2025-04-21T10:00:00.000Z";52.82
"2025-04-21T10:00:00.000Z";"2025-04-21T10:15:00.000Z";123.91
"2025-04-21T10:30:00.000Z";"2025-04-21T10:45:00.000Z";37.9
"2025-04-21T10:45:00.000Z";"2025-04-21T11:00:00.000Z";45.54
"2025-04-21T11:00:00.000Z";"2025-04-21T11:15:00.000Z";66
"2025-04-21T11:30:00.000Z";"2025-04-21T11:45:00.000Z";0
"2025-04-21T11:45:00.000Z";"2025-04-21T12:00:00.000Z";63.02
"2025-04-21T12:00:00.000Z";"2025-04-21T12:15:00.000Z";208.48
"2025-04-21T12:30:00.000Z";"2025-04-21T12:45:00.000Z";47.12
"2025-04-21T12:45:00.000Z";"2025-04-21T13:00:00.000Z";77.83
"2025-04-21T13:00:00.000Z";"2025-04-21T13:15:00.000Z";215.95
"2025-04-21T13:45:00.000Z";"2025-04-21T14:00:00.000Z";119.57
"2025-04-21T14:00:00.000Z";"2025-04-21T14:15:00.000Z";57.76
"2025-04-21T14:15:00.000Z";"2025-04-21T14:30:00.000Z";82.74
"2025-04-21T14:30:00.000Z";"2025-04-21T14:45:00.000Z";163.99
"2025-04-21T14:45:00.000Z";"2025-04-21T15:00:00.000Z";248.77
"2025-04-21T15:00:00.000Z";"2025-04-21T15:15:00.000Z";222.08
"2025-04-21T16:30:00.000Z";"2025-04-21T16:45:00.000Z";158.36
"2025-04-21T16:45:00.000Z";"2025-04-21T17:00:00.000Z";328.21
"2025-04-22T04:15:00.000Z";"2025-04-22T04:30:00.000Z";178.17
"2025-04-22T04:30:00.000Z";"2025-04-22T04:45:00.000Z";320.3
"2025-04-22T04:45:00.000Z";"2025-04-22T05:00:00.000Z";316.05
"2025-04-22T05:00:00.000Z";"2025-04-22T05:15:00.000Z";318.88
"2025-04-22T05:15:00.000Z";"2025-04-22T05:30:00.000Z";141.08
"2025-04-22T05:30:00.000Z";"2025-04-22T05:45:00.000Z";312.43
"2025-04-22T05:45:00.000Z";"2025-04-22T06:00:00.000Z";479.99
"2025-04-22T07:15:00.000Z";"2025-04-22T07:30:00.000Z";322.87
"2025-04-22T11:00:00.000Z";"2025-04-22T11:15:00.000Z";212.03
"2025-04-22T11:15:00.000Z";"2025-04-22T11:30:00.000Z";298.73
"2025-04-22T15:45:00.000Z";"2025-04-22T16:00:00.000Z";232
"2025-04-22T19:00:00.000Z";"2025-04-22T19:15:00.000Z";206.17
"2025-04-22T20:00:00.000Z";"2025-04-22T20:15:00.000Z";133.21
"2025-04-22T23:00:00.000Z";"2025-04-22T23:15:00.000Z";133.26
"2025-04-23T01:00:00.000Z";"2025-04-23T01:15:00.000Z";128.52
"2025-04-23T01:15:00.000Z";"2025-04-23T01:30:00.000Z";150.49
"2025-04-23T04:15:00.000Z";"2025-04-23T04:30:00.000Z";314.89
"2025-04-23T04:45:00.000Z";"2025-04-23T05:00:00.000Z";289.03
"2025-04-23T05:00:00.000Z";"2025-04-23T05:15:00.000Z";373.92
"2025-04-23T08:00:00.000Z";"2025-04-23T08:15:00.000Z";42.28
"2025-04-23T10:00:00.000Z";"2025-04-23T10:15:00.000Z";129.6
"2025-04-23T10:15:00.000Z";"2025-04-23T10:30:00.000Z";260.82
"2025-04-23T10:45:00.000Z";"2025-04-23T11:00:00.000Z";91.07
"2025-04-23T11:00:00.000Z";"2025-04-23T11:15:00.000Z";55.88
"2025-04-23T11:15:00.000Z";"2025-04-23T11:30:00.000Z";177.18
"2025-04-23T12:00:00.000Z";"2025-04-23T12:15:00.000Z";98.18
"2025-04-23T12:15:00.000Z";"2025-04-23T12:30:00.000Z";80
"2025-04-23T14:15:00.000Z";"2025-04-23T14:30:00.000Z";90.62
"2025-04-23T14:30:00.000Z";"2025-04-23T14:45:00.000Z";121.14
"2025-04-23T15:45:00.000Z";"2025-04-23T16:00:00.000Z";177.06
"2025-04-23T16:30:00.000Z";"2025-04-23T16:45:00.000Z";104.29
"2025-04-23T16:45:00.000Z";"2025-04-23T17:00:00.000Z";89.14
"2025-04-23T17:00:00.000Z";"2025-04-23T17:15:00.000Z";255.81
"2025-04-23T17:15:00.000Z";"2025-04-23T17:30:00.000Z";0
"2025-04-23T17:30:00.000Z";"2025-04-23T17:45:00.000Z";0
